Name,sku,qty
7013004181663,822185347189,10
7013004181663,822185347158,10
7013003985055,822185347219,10
7013003985055,822185347202,10
7013003985055,822185341521,10
7013003985055,822185347226,10
7013003985055,822185347196,10
7013003985055,822185347257,10
7013003985055,822185347240,10
7013003985055,822185341538,10
7013003985055,822185347264,10
7013003985055,822185347233,10
7013003853983,822185345260,10
7013003853983,822185345253,10
7013003853983,822185341330,10
7013003853983,822185345277,10
7013003853983,822185345246,10
7013003853983,822185345307,10
7013003853983,822185345291,10
7013003853983,822185341347,10
7013003853983,822185345314,10
7013003853983,822185345284,10
7013003853983,822185345352,10
7013003853983,822185345345,10
7013003853983,822185345338,10
7013003853983,822185345369,10
7013003853983,822185345321,10
7012975739039,822185352688,10
7012975739039,822185352671,10
7012975739039,822185352664,10
7012975739039,822185352695,10
7012975739039,822185352657,10
7012975739039,822185352732,10
7012975739039,822185352725,10
7012975739039,822185352718,10
7012975739039,822185352749,10
7012975739039,822185352701,10
7013003690143,822185346816,10
7013003690143,822185346809,10
7013003690143,822185346793,10
7013003690143,822185346823,10
7013003690143,822185346786,10
7013003690143,822185346854,10
7013003690143,822185346847,10
7013003690143,822185341590,10
7013003690143,822185346861,10
7013003690143,822185346830,10
7013003460767,822185346762,10
7013003460767,822185346755,10
7013003460767,822185341880,10
7013003460767,822185346779,10
7013003460767,822185346748,10
7013003264159,822185345390,10
7013003264159,822185345383,10
7013003264159,822185341378,10
7013003264159,822185345406,10
7013003264159,822185345376,10
7013003264159,822185345437,10
7013003264159,822185345420,10
7013003264159,822185341385,10
7013003264159,822185345444,10
7013003264159,822185345413,10
7013003264159,822185345482,10
7013003264159,822185345475,10
7013003264159,822185345468,10
7013003264159,822185345499,10
7013003264159,822185345451,10
7013003198623,822185352589,10
7013003198623,822185352572,10
7013003198623,822185352565,10
7013003198623,822185352596,10
7013003198623,822185352558,10
7013003198623,822185352633,10
7013003198623,822185352626,10
7013003198623,822185352619,10
7013003198623,822185352640,10
7013003198623,822185352602,10
7013003067551,822185348018,10
7013003067551,822185348001,10
7013003067551,822185341545,10
7013003067551,822185348025,10
7013003067551,822185347998,10
7013003067551,822185348056,10
7013003067551,822185348049,10
7013003067551,822185341576,10
7013003067551,822185348063,10
7013003067551,822185348032,10
7013002805407,822185347844,10
7013002805407,822185347837,10
7013002805407,822185347820,10
7013002805407,822185347851,10
7013002805407,822185347813,10
7013002805407,822185347882,10
7013002805407,822185347875,10
7013002805407,822185341682,10
7013002805407,822185347899,10
7013002805407,822185347868,10
7013002805407,822185347936,10
7013002805407,822185347929,10
7013002805407,822185347912,10
7013002805407,822185347943,10
7013002805407,822185347905,10
7013002805407,822185347974,10
7013002805407,822185347967,10
7013002805407,822185341699,10
7013002805407,822185347981,10
7013002805407,822185347950,10
7013002444959,822185347653,10
7013002444959,822185347646,10
7013002444959,822185341668,10
7013002444959,822185347660,10
7013002444959,822185347639,10
7013002444959,822185347707,10
7013002444959,822185347691,10
7013002444959,822185347684,10
7013002444959,822185347714,10
7013002444959,822185347677,10
7013002444959,822185347745,10
7013002444959,822185347738,10
7013002444959,822185341675,10
7013002444959,822185347752,10
7013002444959,822185347721,10
7013002444959,822185347790,10
7013002444959,822185347783,10
7013002444959,822185347776,10
7013002444959,822185347806,10
7013002444959,822185347769,10
7013002379423,822185352169,10
7013002379423,822185352152,10
7013002379423,822185352145,10
7013002379423,822185352176,10
7013002379423,822185352138,10
7013002248351,822185346670,10
7013002248351,822185346663,10
7013002248351,822185341873,10
7013002248351,822185346687,10
7013002248351,822185346656,10
7013002248351,822185346724,10
7013002248351,822185346717,10
7013002248351,822185346700,10
7013002248351,822185346731,10
7013002248351,822185346694,10
7013002150047,822185341606,10
7013002051743,822185346892,10
7013002051743,822185346885,10
7013002051743,822185342061,10
7013002051743,822185346908,10
7013002051743,822185346878,10
7013002051743,822185346939,10
7013002051743,822185346922,10
7013002051743,822185341613,10
7013002051743,822185346946,10
7013002051743,822185346915,10
7013001953439,822185348858,10
7013001953439,822185348841,10
7013001953439,822185348834,10
7013001953439,822185348865,10
7013001953439,822185348827,10
7013001953439,822185348896,10
7013001953439,822185348889,10
7013001953439,822185339986,10
7013001953439,822185348902,10
7013001953439,822185348872,10
7013001953439,822185348933,10
7013001953439,822185348926,10
7013001953439,822185339979,10
7013001953439,822185348940,10
7013001953439,822185348919,10
7013001887903,822185349015,10
7013001887903,822185349008,10
7013001887903,822185340159,10
7013001887903,822185349022,10
7013001887903,822185348995,10
7013001887903,822185348971,10
7013001887903,822185348964,10
7013001887903,822185340166,10
7013001887903,822185348988,10
7013001887903,822185348957,10
7013001724063,822185357676,10
7013001724063,822185357669,10
7013001724063,822185357652,10
7013001724063,822185357683,10
7013001724063,822185357645,10
7013001724063,822185357720,10
7013001724063,822185357713,10
7013001724063,822185357706,10
7013001724063,822185357737,10
7013001724063,822185357690,10
7013001724063,822185357775,10
7013001724063,822185357768,10
7013001724063,822185357751,10
7013001724063,822185357782,10
7013001724063,822185357744,10
7013001658527,822185357829,10
7013001658527,822185357812,10
7013001658527,822185357805,10
7013001658527,822185357836,10
7013001658527,822185357799,10
7013001658527,822185357874,10
7013001658527,822185357867,10
7013001658527,822185357850,10
7013001658527,822185357881,10
7013001658527,822185357843,10
7013001658527,822185357928,10
7013001658527,822185357911,10
7013001658527,822185357904,10
7013001658527,822185357935,10
7013001658527,822185357898,10
7013001625759,822185339948,10
7013001494687,822185349060,10
7013001494687,822185349053,10
7013001494687,822185349046,10
7013001494687,822185349077,10
7013001494687,822185349039,10
7013001494687,822185349107,10
7013001494687,822185349091,10
7013001494687,822185339962,10
7013001494687,822185349114,10
7013001494687,822185349084,10
7013001494687,822185349145,10
7013001494687,822185349138,10
7013001494687,822185339955,10
7013001494687,822185349152,10
7013001494687,822185349121,10
7013001396383,822185349190,10
7013001396383,822185349183,10
7013001396383,822185349176,10
7013001396383,822185349206,10
7013001396383,822185349169,10
7013001396383,822185349237,10
7013001396383,822185349220,10
7013001396383,822185340005,10
7013001396383,822185349244,10
7013001396383,822185349213,10
7013001396383,822185349275,10
7013001396383,822185349268,10
7013001396383,822185339993,10
7013001396383,822185349282,10
7013001396383,822185349251,10
7013001330847,822185349312,10
7013001330847,822185349305,10
7013001330847,822185340067,10
7013001330847,822185349329,10
7013001330847,822185349299,10
7013001199775,822185349350,10
7013001199775,822185349343,10
7013001199775,822185340081,10
7013001199775,822185349367,10
7013001199775,822185349336,10
7013001199775,822185349398,10
7013001199775,822185349381,10
7013001199775,822185340074,10
7013001199775,822185349404,10
7013001199775,822185349374,10
7013001134239,822185340012,10
7013001134239,822185340029,10
7013001101471,822185349435,10
7013001101471,822185349428,10
7013001101471,822185340036,10
7013001101471,822185349442,10
7013001101471,822185349411,10
7013001035935,822185349473,10
7013001035935,822185349466,10
7013001035935,822185340050,10
7013001035935,822185349480,10
7013001035935,822185349459,10
7013000937631,822185349527,10
7013000937631,822185349510,10
7013000937631,822185349503,10
7013000937631,822185349534,10
7013000937631,822185349497,10
7013000937631,822185349572,10
7013000937631,822185349565,10
7013000937631,822185349558,10
7013000937631,822185349589,10
7013000937631,822185349541,10
7013000839327,822185356921,10
7013000839327,822185356914,10
7013000839327,822185356907,10
7013000839327,822185356938,10
7013000839327,822185356891,10
7013000839327,822185356976,10
7013000839327,822185356969,10
7013000839327,822185356952,10
7013000839327,822185356983,10
7013000839327,822185356945,10
7013000806559,822185357027,10
7013000806559,822185357010,10
7013000806559,822185357003,10
7013000806559,822185357034,10
7013000806559,822185356990,10
7013000806559,822185357072,10
7013000806559,822185357065,10
7013000806559,822185357058,10
7013000806559,822185357089,10
7013000806559,822185357041,10
7013000675487,822185357126,10
7013000675487,822185357119,10
7013000675487,822185357102,10
7013000675487,822185357133,10
7013000675487,822185357096,10
7013000642719,822185356877,10
7013000642719,822185356860,10
7013000642719,822185356853,10
7013000642719,822185356884,10
7013000642719,822185356846,10
7013000544415,822185357171,10
7013000544415,822185357164,10
7013000544415,822185357157,10
7013000544415,822185357188,10
7013000544415,822185357140,10
7013000544415,822185357225,10
7013000544415,822185357218,10
7013000544415,822185357201,10
7013000544415,822185357232,10
7013000544415,822185357195,10
7013000413343,822185357270,10
7013000413343,822185357263,10
7013000413343,822185357256,10
7013000413343,822185357287,10
7013000413343,822185357249,10
7013000413343,822185357324,10
7013000413343,822185357317,10
7013000413343,822185357300,10
7013000413343,822185357331,10
7013000413343,822185357294,10
7013000282271,822185352435,10
7013000282271,822185352428,10
7013000282271,822185352411,10
7013000282271,822185352442,10
7013000282271,822185352404,10
7013000282271,822185352480,10
7013000282271,822185352473,10
7013000282271,822185352466,10
7013000282271,822185352497,10
7013000282271,822185352459,10
7013000282271,822185352534,10
7013000282271,822185352527,10
7013000282271,822185352510,10
7013000282271,822185352541,10
7013000282271,822185352503,10
7013000118431,822185345536,10
7013000118431,822185345529,10
7013000118431,822185345512,10
7013000118431,822185345543,10
7013000118431,822185345505,10
7013000118431,822185345574,10
7013000118431,822185345567,10
7013000118431,822185341361,10
7013000118431,822185345581,10
7013000118431,822185345550,10
7013000118431,822185345611,10
7013000118431,822185345604,10
7013000118431,822185341354,10
7013000118431,822185345628,10
7013000118431,822185345598,10
7013000085663,822185340203,10
7013000085663,822185340227,10
7013000085663,822185358345,10
7013000052895,822185358369,10
7012999954591,822185340289,10
7012999954591,822185340296,10
7012999921823,822185340302,10
7012999856287,822185346427,10
7012999856287,822185341804,10
7012999856287,822185346410,10
7012999856287,822185346434,10
7012999856287,822185346441,10
7012999823519,822185346465,10
7012999823519,822185341828,10
7012999823519,822185346458,10
7012999823519,822185346472,10
7012999823519,822185346489,10
7012999725215,822185345789,10
7012999725215,822185341309,10
7012999725215,822185345772,10
7012999725215,822185345796,10
7012999725215,822185345802,10
7012999725215,822185345826,10
7012999725215,822185341316,10
7012999725215,822185345819,10
7012999725215,822185345833,10
7012999725215,822185345840,10
7012999561375,822185347042,10
7012999561375,822185341491,10
7012999561375,822185347035,10
7012999561375,822185347059,10
7012999561375,822185347066,10
7012999561375,822185347080,10
7012999561375,822185341484,10
7012999561375,822185347073,10
7012999561375,822185347097,10
7012999561375,822185347103,10
7012999266463,822185345864,10
7012999266463,822185341323,10
7012999266463,822185345857,10
7012999266463,822185345871,10
7012999266463,822185345888,10
7012999266463,822185345918,10
7012999266463,822185345901,10
7012999266463,822185345895,10
7012999266463,822185345925,10
7012999266463,822185345932,10
7012999135391,822185345123,10
7012999135391,822185341279,10
7012999135391,822185345116,10
7012999135391,822185345130,10
7012999135391,822185345147,10
7012999135391,822185345161,10
7012999135391,822185341286,10
7012999135391,822185345154,10
7012999135391,822185345178,10
7012999135391,822185345185,10
7012999135391,822185345215,10
7012999135391,822185345208,10
7012999135391,822185345192,10
7012999135391,822185345222,10
7012999135391,822185345239,10
7012999004319,822185346960,10
7012999004319,822185341460,10
7012999004319,822185346953,10
7012999004319,822185346977,10
7012999004319,822185346984,10
7012999004319,822185347004,10
7012999004319,822185341477,10
7012999004319,822185346991,10
7012999004319,822185347011,10
7012999004319,822185347028,10
7012998840479,822185346182,10
7012998840479,822185346175,10
7012998840479,822185346168,10
7012998840479,822185346199,10
7012998840479,822185346205,10
7012998840479,822185346229,10
7012998840479,822185341422,10
7012998840479,822185346212,10
7012998840479,822185346236,10
7012998840479,822185346243,10
7012998840479,822185346267,10
7012998840479,822185341439,10
7012998840479,822185346250,10
7012998840479,822185346274,10
7012998840479,822185346281,10
7012998807711,822185346502,10
7012998807711,822185341835,10
7012998807711,822185346496,10
7012998807711,822185346519,10
7012998807711,822185346526,10
7012998643871,822185345956,10
7012998643871,822185341392,10
7012998643871,822185345949,10
7012998643871,822185345963,10
7012998643871,822185345970,10
7012998643871,822185346007,10
7012998643871,822185345994,10
7012998643871,822185345987,10
7012998643871,822185346014,10
7012998643871,822185346021,10
7012998578335,822185346045,10
7012998578335,822185341408,10
7012998578335,822185346038,10
7012998578335,822185346052,10
7012998578335,822185346069,10
7012998578335,822185346090,10
7012998578335,822185346083,10
7012998578335,822185346076,10
7012998578335,822185346106,10
7012998578335,822185346113,10
7012998578335,822185346137,10
7012998578335,822185341415,10
7012998578335,822185346120,10
7012998578335,822185346144,10
7012998578335,822185346151,10
7012998447263,822185347479,10
7012998447263,822185347462,10
7012998447263,822185347455,10
7012998447263,822185347486,10
7012998447263,822185347493,10
7012998447263,822185347516,10
7012998447263,822185341644,10
7012998447263,822185347509,10
7012998447263,822185347523,10
7012998447263,822185347530,10
7012998447263,822185347554,10
7012998447263,822185341651,10
7012998447263,822185347547,10
7012998447263,822185347561,10
7012998447263,822185347578,10
7012998447263,822185347608,10
7012998447263,822185347592,10
7012998447263,822185347585,10
7012998447263,822185347615,10
7012998447263,822185347622,10
7012998316191,822185352329,10
7012998316191,822185352312,10
7012998316191,822185352305,10
7012998316191,822185352336,10
7012998316191,822185352343,10
7012998316191,822185352374,10
7012998316191,822185352367,10
7012998316191,822185352350,10
7012998316191,822185352381,10
7012998316191,822185352398,10
7012998185119,822185347288,10
7012998185119,822185341620,10
7012998185119,822185347271,10
7012998185119,822185347295,10
7012998185119,822185347301,10
7012998185119,822185347332,10
7012998185119,822185347325,10
7012998185119,822185347318,10
7012998185119,822185347349,10
7012998185119,822185347356,10
7012998185119,822185347387,10
7012998185119,822185347370,10
7012998185119,822185347363,10
7012998185119,822185347394,10
7012998185119,822185347400,10
7012998185119,822185347424,10
7012998185119,822185341637,10
7012998185119,822185347417,10
7012998185119,822185347431,10
7012998185119,822185347448,10
7012997988511,822185349619,10
7012997988511,822185349602,10
7012997988511,822185349596,10
7012997988511,822185349626,10
7012997988511,822185349633,10
7012997988511,822185349657,10
7012997988511,822185339634,10
7012997988511,822185349640,10
7012997988511,822185349664,10
7012997988511,822185349671,10
7012997988511,822185349701,10
7012997988511,822185349695,10
7012997988511,822185349688,10
7012997988511,822185349718,10
7012997988511,822185349725,10
7012997988511,822185349749,10
7012997988511,822185339627,10
7012997988511,822185349732,10
7012997988511,822185349756,10
7012997988511,822185349763,10
7012997857439,822185349787,10
7012997857439,822185339795,10
7012997857439,822185349770,10
7012997857439,822185349794,10
7012997857439,822185349800,10
7012997857439,822185349824,10
7012997857439,822185339801,10
7012997857439,822185349817,10
7012997857439,822185349831,10
7012997857439,822185349848,10
7012997857439,822185349862,10
7012997857439,822185339788,10
7012997857439,822185349855,10
7012997857439,822185349879,10
7012997857439,822185349886,10
7012997759135,822185357362,10
7012997759135,822185357355,10
7012997759135,822185357348,10
7012997759135,822185357379,10
7012997759135,822185357386,10
7012997759135,822185357416,10
7012997759135,822185357409,10
7012997759135,822185357393,10
7012997759135,822185357423,10
7012997759135,822185357430,10
7012997759135,822185357461,10
7012997759135,822185357454,10
7012997759135,822185357447,10
7012997759135,822185357478,10
7012997759135,822185357485,10
7012997595295,822185357515,10
7012997595295,822185357508,10
7012997595295,822185357492,10
7012997595295,822185357522,10
7012997595295,822185357539,10
7012997595295,822185357560,10
7012997595295,822185357553,10
7012997595295,822185357546,10
7012997595295,822185357577,10
7012997595295,822185357584,10
7012997595295,822185357614,10
7012997595295,822185357607,10
7012997595295,822185357591,10
7012997595295,822185357621,10
7012997595295,822185357638,10
7012997496991,822185349916,10
7012997496991,822185349909,10
7012997496991,822185349893,10
7012997496991,822185349923,10
7012997496991,822185349930,10
7012997496991,822185349954,10
7012997496991,822185339665,10
7012997496991,822185349947,10
7012997496991,822185349961,10
7012997496991,822185349978,10
7012997496991,822185349992,10
7012997496991,822185339672,10
7012997496991,822185349985,10
7012997496991,822185350004,10
7012997496991,822185350011,10
7012997496991,822185350042,10
7012997496991,822185350035,10
7012997496991,822185350028,10
7012997496991,822185350059,10
7012997496991,822185350066,10
7012997333151,822185350080,10
7012997333151,822185341224,10
7012997333151,822185350073,10
7012997333151,822185350097,10
7012997333151,822185350103,10
7012997234847,822185350127,10
7012997234847,822185342078,10
7012997234847,822185350110,10
7012997234847,822185350134,10
7012997234847,822185350141,10
7012997071007,822185350172,10
7012997071007,822185350165,10
7012997071007,822185350158,10
7012997071007,822185350189,10
7012997071007,822185350196,10
7012997071007,822185350219,10
7012997071007,822185339610,10
7012997071007,822185350202,10
7012997071007,822185350226,10
7012997071007,822185350233,10
7012997071007,822185350264,10
7012997071007,822185350257,10
7012997071007,822185350240,10
7012997071007,822185350271,10
7012997071007,822185350288,10
7012997071007,822185350301,10
7012997071007,822185339603,10
7012997071007,822185350295,10
7012997071007,822185350318,10
7012997071007,822185350325,10
7012996874399,822185350356,10
7012996874399,822185350349,10
7012996874399,822185350332,10
7012996874399,822185350363,10
7012996874399,822185350370,10
7012996874399,822185350394,10
7012996874399,822185339597,10
7012996874399,822185350387,10
7012996874399,822185350400,10
7012996874399,822185350417,10
7012996874399,822185350448,10
7012996874399,822185350431,10
7012996874399,822185350424,10
7012996874399,822185350455,10
7012996874399,822185350462,10
7012996874399,822185350493,10
7012996874399,822185350486,10
7012996874399,822185350479,10
7012996874399,822185350509,10
7012996874399,822185350516,10
7012996710559,822185350530,10
7012996710559,822185339917,10
7012996710559,822185350523,10
7012996710559,822185350547,10
7012996710559,822185350554,10
7012996710559,822185350578,10
7012996710559,822185339924,10
7012996710559,822185350561,10
7012996710559,822185350585,10
7012996710559,822185350592,10
7012996579487,822185350622,10
7012996579487,822185350615,10
7012996579487,822185350608,10
7012996579487,822185350639,10
7012996579487,822185350646,10
7012996579487,822185350660,10
7012996579487,822185339641,10
7012996579487,822185350653,10
7012996579487,822185350677,10
7012996579487,822185350684,10
7012996579487,822185350707,10
7012996579487,822185339658,10
7012996579487,822185350691,10
7012996579487,822185350714,10
7012996579487,822185350721,10
7012996579487,822185350752,10
7012996579487,822185350745,10
7012996579487,822185350738,10
7012996579487,822185350769,10
7012996579487,822185350776,10
7012996513951,822185350790,10
7012996513951,822185341231,10
7012996513951,822185350783,10
7012996513951,822185350806,10
7012996513951,822185350813,10
7012996382879,822185350837,10
7012996382879,822185339832,10
7012996382879,822185350820,10
7012996382879,822185350844,10
7012996382879,822185350851,10
7012996382879,822185350875,10
7012996382879,822185339825,10
7012996382879,822185350868,10
7012996382879,822185350882,10
7012996382879,822185350899,10
7012996382879,822185350912,10
7012996382879,822185339818,10
7012996382879,822185350905,10
7012996382879,822185350929,10
7012996382879,822185350936,10
7012996350111,822185350950,10
7012996350111,822185339856,10
7012996350111,822185350943,10
7012996350111,822185350967,10
7012996350111,822185350974,10
7012996055199,822185350998,10
7012996055199,822185339771,10
7012996055199,822185350981,10
7012996055199,822185351001,10
7012996055199,822185351018,10
7012996055199,822185351032,10
7012996055199,822185339764,10
7012996055199,822185351025,10
7012996055199,822185351049,10
7012996055199,822185351056,10
7012996055199,822185351070,10
7012996055199,822185339757,10
7012996055199,822185351063,10
7012996055199,822185351087,10
7012996055199,822185351094,10
7012995956895,822185351247,10
7012995956895,822185339689,10
7012995956895,822185351230,10
7012995956895,822185351254,10
7012995956895,822185351261,10
7012995956895,822185351162,10
7012995956895,822185339696,10
7012995956895,822185351155,10
7012995956895,822185351179,10
7012995956895,822185351186,10
7012995956895,822185351209,10
7012995956895,822185339702,10
7012995956895,822185351193,10
7012995956895,822185351216,10
7012995956895,822185351223,10
7012995956895,822185351124,10
7012995956895,822185351117,10
7012995956895,822185351100,10
7012995956895,822185351131,10
7012995956895,822185351148,10
7012995891359,822185356327,10
7012995891359,822185356310,10
7012995891359,822185356303,10
7012995891359,822185356334,10
7012995891359,822185356297,10
7012995661983,822185351346,10
7012995661983,822185351339,10
7012995661983,822185351322,10
7012995661983,822185351353,10
7012995661983,822185351360,10
7012995661983,822185351391,10
7012995661983,822185351384,10
7012995661983,822185351377,10
7012995661983,822185351407,10
7012995661983,822185351414,10
7012995661983,822185351445,10
7012995661983,822185351438,10
7012995661983,822185351421,10
7012995661983,822185351452,10
7012995661983,822185358376,10
7012995661983,822185351469,10
7012995661983,822185351490,10
7012995661983,822185351483,10
7012995661983,822185351476,10
7012995661983,822185351506,10
7012995661983,822185358383,10
7012995661983,822185351513,10
7012995661983,822185401652,10
7012995563679,822185351544,10
7012995563679,822185351537,10
7012995563679,822185351520,10
7012995563679,822185351551,10
7012995563679,822185359359,10
7012995563679,822185351568,10
7012995563679,822185351599,10
7012995563679,822185351582,10
7012995563679,822185351575,10
7012995563679,822185351605,10
7012995563679,822185359366,10
7012995563679,822185351612,10
7012995530911,822185351636,10
7012995530911,822185339719,10
7012995530911,822185351629,10
7012995530911,822185351643,10
7012995530911,822185351650,10
7012995399839,822185351674,10
7012995399839,822185339726,10
7012995399839,822185351667,10
7012995399839,822185351681,10
7012995399839,822185351698,10
7012995334303,822185351711,10
7012995334303,822185339740,10
7012995334303,822185351704,10
7012995334303,822185351728,10
7012995334303,822185351735,10
7012995334303,822185351759,10
7012995334303,822185339733,10
7012995334303,822185351742,10
7012995334303,822185351766,10
7012995334303,822185351773,10
7012995170463,822185351797,10
7012995170463,822185339894,10
7012995170463,822185351780,10
7012995170463,822185351803,10
7012995170463,822185351810,10
7012995170463,822185351834,10
7012995170463,822185339887,10
7012995170463,822185351827,10
7012995170463,822185351841,10
7012995170463,822185351858,10
7012995104927,822185356518,10
7012995104927,822185356501,10
7012995104927,822185356495,10
7012995104927,822185356525,10
7012995104927,822185356532,10
7012995104927,822185356563,10
7012995104927,822185356556,10
7012995104927,822185356549,10
7012995104927,822185356570,10
7012995104927,822185356587,10
7012995039391,822185356815,10
7012995039391,822185356808,10
7012995039391,822185356792,10
7012995039391,822185356822,10
7012995039391,822185356839,10
7012995039391,822185356761,10
7012995039391,822185356754,10
7012995039391,822185356747,10
7012995039391,822185356778,10
7012995039391,822185356785,10
7012994941087,822185356419,10
7012994941087,822185356402,10
7012994941087,822185356396,10
7012994941087,822185356426,10
7012994941087,822185356433,10
7012994941087,822185356464,10
7012994941087,822185356457,10
7012994941087,822185356440,10
7012994941087,822185356471,10
7012994941087,822185356488,10
7012994908319,822185351889,10
7012994908319,822185351872,10
7012994908319,822185351865,10
7012994908319,822185351896,10
7012994908319,822185351902,10
7028427751583,822185351988,10
7028427751583,822185351971,10
7028427751583,822185351964,10
7028427751583,822185351995,10
7028427751583,822185352008,10
7028427751583,822185351933,10
7028427751583,822185351926,10
7028427751583,822185351919,10
7028427751583,822185351940,10
7028427751583,822185351957,10
7012994547871,822185356617,10
7012994547871,822185356600,10
7012994547871,822185356594,10
7012994547871,822185356624,10
7012994547871,822185356631,10
7012994515103,822185356365,10
7012994515103,822185356358,10
7012994515103,822185356341,10
7012994515103,822185356372,10
7012994515103,822185356389,10
7012994416799,822185356662,10
7012994416799,822185356655,10
7012994416799,822185356648,10
7012994416799,822185356679,10
7012994416799,822185356686,10
7012994416799,822185356716,10
7012994416799,822185356709,10
7012994416799,822185356693,10
7012994416799,822185356723,10
7012994416799,822185356730,10
7012994318495,822185345659,10
7012994318495,822185345642,10
7012994318495,822185345635,10
7012994318495,822185345666,10
7012994318495,822185345673,10
7012994318495,822185345697,10
7012994318495,822185341293,10
7012994318495,822185345680,10
7012994318495,822185345703,10
7012994318495,822185345710,10
7012994318495,822185345741,10
7012994318495,822185345734,10
7012994318495,822185345727,10
7012994318495,822185345758,10
7012994318495,822185345765,10
7012994121887,822185346304,10
7012994121887,822185342528,10
7012994121887,822185346298,10
7012994121887,822185346311,10
7012994121887,822185346328,10
7012994121887,822185346342,10
7012994121887,822185341446,10
7012994121887,822185346335,10
7012994121887,822185346359,10
7012994121887,822185346366,10
7012994121887,822185346380,10
7012994121887,822185341453,10
7012994121887,822185346373,10
7012994121887,822185346397,10
7012994121887,822185346403,10
7012994089119,822185340319,10
7012994089119,822185352015,10
7012994089119,822185341248,10
7012994089119,822185340326,10
7012994056351,822185340333,10
7012994056351,822185352022,10
7012994056351,822185341255,10
7012994056351,822185340340,10
7012993958047,822185340357,10
7012993958047,822185352039,10
7012993958047,822185341262,10
7012993958047,822185340364,10
7012993761439,822185348575,10
7012993761439,822185341767,10
7012993761439,822185348568,10
7012993761439,822185348582,10
7012993761439,822185348551,10
7012993761439,822185348599,10
7012993761439,822185348629,10
7012993761439,822185341774,10
7012993761439,822185348612,10
7012993761439,822185348636,10
7012993761439,822185348605,10
7012993761439,822185348643,10
7012993761439,822185348674,10
7012993761439,822185341781,10
7012993761439,822185348667,10
7012993761439,822185348681,10
7012993761439,822185348650,10
7012993761439,822185348698,10
7012993761439,822185348735,10
7012993761439,822185348728,10
7012993761439,822185348711,10
7012993761439,822185348742,10
7012993761439,822185348704,10
7012993761439,822185348759,10
7012993663135,822185348094,10
7012993663135,822185341712,10
7012993663135,822185348087,10
7012993663135,822185348100,10
7012993663135,822185348070,10
7012993663135,822185348117,10
7012993663135,822185348148,10
7012993663135,822185341705,10
7012993663135,822185348131,10
7012993663135,822185348155,10
7012993663135,822185348124,10
7012993663135,822185348162,10
7012993663135,822185348209,10
7012993663135,822185348193,10
7012993663135,822185348186,10
7012993663135,822185348216,10
7012993663135,822185348179,10
7012993663135,822185348223,10
7547745894625,822185409191,10
7547745894625,822185409184,10
7547745894625,822185398495,10
7547745894625,822185409177,10
7547745960161,822185409733,10
7547745960161,822185409726,10
7547745960161,822185398587,10
7547745960161,822185409719,10
7547745992929,822185413563,10
7547745992929,822185399751,10
